,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,CO2,N2O
3444,COUNTY,IOWA,19,SOUTH CENTRAL,80,MADISON,121,0,62854,0,86.4,8118.693172,437349.5416
3462,COUNTY,KENTUCKY,21,BLUEGRASS,50,MADISON,151,0,2169,0,124.2,297.559803,523.6280306
3480,COUNTY,NEBRASKA,31,NORTHEAST,30,MADISON,119,0,140001,50,59.9,18087.87151,2169596.125
3498,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,0,13679,0,106.2,1876.588541,20728.74589
3516,COUNTY,OHIO,39,CENTRAL,50,MADISON,97,0,83213,0,99.3,10748.41402,766522.0733
3534,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MARION,93,0,1197,0,148.0,164.2135012,160.1958369
3549,COUNTY,FLORIDA,12,CENTRAL,50,MARION,83,0,62,0,138.5,8.505628302,0.508801757
3564,COUNTY,GEORGIA,13,WEST CENTRAL,40,MARION,197,1189,803,0,128.7,309.2570376,236.6434422
3579,COUNTY,KANSAS,20,CENTRAL,50,MARION,115,0,58281,7760,73.3,8194.48362,376929.8915
3594,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,MARION,91,0,533,0,149.9,73.12096588,32.16011868
3609,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,0,71351,30,107.1,9791.186405,563576.6702
3624,COUNTY,SOUTH CAROLINA,45,EASTERN,30,MARION,67,2715,4825,0,126.4,1116.550717,3434.68193
3639,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,MARION,115,0,2695,0,137.6,369.720456,807.5122331
3654,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,0,67970,0,99.6,8779.51403,511435.7215
3669,COUNTY,INDIANA,18,CENTRAL,50,MARION,97,0,5624,0,106.0,771.5427995,3508.377746
3684,COUNTY,IOWA,19,SOUTH CENTRAL,80,MARION,125,0,72180,0,86.4,9323.309147,576747.5373
3699,COUNTY,KENTUCKY,21,CENTRAL,30,MARION,155,0,9514,0,124.2,1305.202382,10031.34654
3714,COUNTY,OHIO,39,CENTRAL,50,MARION,101,0,54462,0,99.3,7034.719628,328369.5911
3729,COUNTY,OREGON,41,NORTHWEST,10,MARION,47,0,519,0,69.5,67.03792529,30.51116862
3744,COUNTY,WEST VIRGINIA,54,NORTHWEST,20,MARION,49,0,20,0,114.7,2.743751065,0.071156306
3759,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MORGAN,103,2205,1920,0,148.0,632.6224978,972.7624368
3770,COUNTY,GEORGIA,13,CENTRAL,50,MORGAN,211,2075,322,0,128.7,391.6285739,509.9023519
3781,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,0,9772,106,107.1,1350.197871,10582.65134
3792,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,MORGAN,129,0,1115,0,137.6,152.9641219,139.1019857
3803,COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,0,58136,1203,40.5,7612.60152,374185.1965
3814,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,0,131605,0,99.6,16999.08701,1917183.94
3825,COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,0,43130,0,106.0,5916.899172,205949.2026
3836,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,0,717,0,124.2,98.36347568,57.86441831
3847,COUNTY,OHIO,39,SOUTHEAST,90,MORGAN,115,0,4654,0,99.3,601.1454803,2403.607091
3858,COUNTY,UTAH,49,NORTHERN,10,MORGAN,29,0,0,0,31.0,0.0,0.0
3869,COUNTY,WEST VIRGINIA,54,EASTERN,60,MORGAN,65,0,166,0,114.7,22.77313384,3.273098215
3880,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHAMBERS,17,0,144,0,148.0,19.75500767,2.488671979
3882,COUNTY,TEXAS,48,UPPER COAST,90,CHAMBERS,71,0,0,0,73.4,0.0,0.0
3884,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHILTON,21,0,486,0,148.0,66.67315088,26.79602631
3885,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,FAYETTE,57,5760,720,0,148.0,1063.274357,3881.955138
3896,COUNTY,GEORGIA,13,WEST CENTRAL,40,FAYETTE,113,0,121,0,128.7,16.59969394,1.783146385
3907,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,FAYETTE,47,43084,16293,0,137.6,9449.517753,242953.156
3918,COUNTY,TEXAS,48,SOUTH CENTRAL,81,FAYETTE,149,0,11570,636,73.4,1549.091147,14838.87704
3929,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,0,118696,0,99.6,15331.66393,1559536.447
3940,COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,0,31393,0,106.0,4306.728859,109122.0567
3951,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,0,166410,0,86.4,21494.76136,3065275.142
3962,COUNTY,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,0,1715,0,124.2,235.2766538,327.8473566
3973,COUNTY,OHIO,39,CENTRAL,50,FAYETTE,47,0,72924,0,99.3,9419.409757,588697.5288
3984,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,FAYETTE,51,0,5839,0,108.9,801.0381234,3781.448724
3995,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,FAYETTE,19,0,0,0,114.7,0.0,0.0
4006,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LAMAR,75,0,0,0,148.0,0.0,0.0
4010,COUNTY,GEORGIA,13,WEST CENTRAL,40,LAMAR,171,0,0,0,128.7,0.0,0.0
4014,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,LAMAR,73,0,247,0,149.9,33.88532565,7.084637024
4018,COUNTY,TEXAS,48,BLACKLANDS,40,LAMAR,277,5607,14465,0,73.4,2762.318976,26801.60846
4022,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LEE,81,983,210,0,148.0,193.410572,117.6208287
4033,COUNTY,ARKANSAS,5,EAST CENTRAL,60,LEE,77,43881,31063,0,128.4,11609.23381,328362.4445
4044,COUNTY,GEORGIA,13,SOUTHWEST,70,LEE,177,15802,5349,179,128.7,3396.039513,31914.93657
4055,COUNTY,MISSISSIPPI,28,NORTHEAST,30,LEE,81,6171,3238,0,149.9,1477.533662,5552.965133
4066,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,0,1106,0,127.9,151.7294339,136.8774559
4077,COUNTY,SOUTH CAROLINA,45,CENTRAL,50,LEE,61,13177,23031,0,126.4,5366.026179,78727.79947
4088,COUNTY,TEXAS,48,SOUTH CENTRAL,81,LEE,287,0,355,0,73.4,45.85445757,14.4259398
4099,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,LEE,105,0,1003,0,112.5,137.5991159,112.6957811
4110,COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,0,232950,0,99.6,30089.56589,6006576.312
4121,COUNTY,IOWA,19,SOUTHEAST,90,LEE,111,0,69962,0,86.4,9036.815663,541849.5808
4132,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,0,115,0,124.2,15.77656862,1.618354983
4143,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,PICKENS,107,3175,3058,0,148.0,951.1662979,2202.816974
4146,COUNTY,GEORGIA,13,NORTH CENTRAL,20,PICKENS,227,0,15,0,128.7,2.057813299,0.045066042
4149,COUNTY,SOUTH CAROLINA,45,NORTHWEST,10,PICKENS,77,0,462,0,126.4,63.3806496,24.24551828
4152,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,0,1262,0,148.0,173.1306922,177.9741437
4160,COUNTY,ARKANSAS,5,NORTHEAST,30,RANDOLPH,121,0,4361,0,128.4,598.2749197,2110.85707
4168,COUNTY,GEORGIA,13,SOUTHWEST,70,RANDOLPH,243,13073,9264,1014,128.7,3551.795057,29194.09919
4176,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,0,21607,0,107.1,2964.211463,51702.54271
4184,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,0,6778,250,127.9,952.5013421,5094.803774
4192,COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,0,61926,171,99.6,8013.512206,424532.3834
4200,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,0,97621,0,106.0,13392.38614,1054919.833
4208,COUNTY,WEST VIRGINIA,54,EASTERN,60,RANDOLPH,83,0,714,0,114.7,97.95191302,57.38522587
4216,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,SHELBY,117,5095,1386,0,148.0,1043.288482,3206.966762
4225,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,0,51569,0,107.1,7074.624934,294414.1044
4234,COUNTY,TENNESSEE,47,DELTA,10,SHELBY,157,9491,3394,0,137.6,2054.861611,11652.59479
4243,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,SHELBY,419,0,0,0,73.4,0.0,0.0
4252,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,0,149513,0,99.6,19312.21835,2474412.581
4261,COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,0,96674,0,106.0,13262.46952,1034553.274
4270,COUNTY,IOWA,19,WEST CENTRAL,40,SHELBY,165,0,166675,0,86.4,21528.99075,3075045.168
4279,COUNTY,KENTUCKY,21,BLUEGRASS,50,SHELBY,211,0,18408,0,124.2,2525.34848,37529.99994
4288,COUNTY,OHIO,39,WEST CENTRAL,40,SHELBY,149,0,69718,0,99.3,9005.298796,538076.981
4297,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,5405,3257,0,148.0,1351.875212,4545.771538
4298,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,0,375,0,148.0,51.44533247,16.06878749
4299,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,1422,1465,0,148.0,439.0905349,473.9968056
4300,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127,0,522,0,148.0,71.6119028,30.86086254
4303,COUNTY,GEORGIA,13,NORTHWEST,10,WALKER,295,0,0,0,128.7,0.0,0.0
4306,COUNTY,TEXAS,48,EAST TEXAS SOUTH,52,WALKER,471,0,0,0,73.4,0.0,0.0
4309,COUNTY,ALABAMA,1,WIREGRASS,60,BARBOUR,5,6825,1065,0,148.0,1288.935969,5493.538352
4311,COUNTY,WEST VIRGINIA,54,NORTHWEST,20,BARBOUR,1,0,44,0,114.7,6.036252343,0.273424584
4313,COUNTY,ALABAMA,1,WIREGRASS,60,COFFEE,31,12628,2317,0,148.0,2432.39436,18955.05039
4316,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COFFEE,69,42607,3601,0,128.7,7628.460727,210287.5921
4319,COUNTY,TENNESSEE,47,CUMBERLAND PLATEAU,50,COFFEE,31,0,17834,0,137.6,2446.602825,35226.71069
4322,COUNTY,ALABAMA,1,WIREGRASS,60,COVINGTON,39,13390,2246,0,148.0,2550.249266,21200.34322
4324,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,COVINGTON,31,0,36,0,149.9,4.938751917,0.191834465
4326,COUNTY,ALABAMA,1,WIREGRASS,60,CRENSHAW,41,0,1481,0,148.0,203.1747664,244.7573706
4327,COUNTY,ALABAMA,1,WIREGRASS,60,DALE,45,10656,1925,0,148.0,2048.40978,13486.86405
4328,COUNTY,ALABAMA,1,WIREGRASS,60,GENEVA,61,22530,4009,0,148.0,4322.5838,60195.45414
4329,COUNTY,ALABAMA,1,WIREGRASS,60,HENRY,67,19876,4819,0,148.0,3989.299261,48040.19209
4338,COUNTY,MISSOURI,29,WEST,40,HENRY,83,0,29234,530,107.1,4058.546437,94634.29963
4347,COUNTY,TENNESSEE,47,WEST TENNESSEE,20,HENRY,79,0,41256,0,137.6,5659.809697,188443.4247
4356,COUNTY,VIRGINIA,51,SOUTHERN,80,HENRY,89,0,0,0,112.5,0.0,0.0
4365,COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,0,228670,0,99.6,29536.72905,5787891.441
4374,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,0,58209,0,106.0,7985.550287,375102.3671
4383,COUNTY,IOWA,19,SOUTHEAST,90,HENRY,87,0,91644,0,86.4,11837.4251,929703.6794
4392,COUNTY,KENTUCKY,21,NORTHERN,40,HENRY,103,0,4332,0,124.2,594.2964807,2082.915365
4401,COUNTY,OHIO,39,NORTHWEST,10,HENRY,69,0,74908,0,99.3,9675.678049,621163.2253
4410,COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,17389,1762,85,148.0,3161.173232,35146.97008
4415,COUNTY,GEORGIA,13,CENTRAL,50,HOUSTON,153,4252,1206,0,128.7,877.4362282,2247.701498
4420,COUNTY,TENNESSEE,47,WESTERN RIM,30,HOUSTON,83,0,104,0,137.6,14.26750554,1.33693504
4425,COUNTY,TEXAS,48,EAST TEXAS NORTH,51,HOUSTON,225,0,0,0,73.4,0.0,0.0
4430,COUNTY,MINNESOTA,27,SOUTHEAST,90,HOUSTON,55,0,43258,0,69.3,5587.527114,207173.2644
4435,COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,4524,2140,0,148.0,1051.115204,2869.768665
4443,COUNTY,GEORGIA,13,WEST CENTRAL,40,PIKE,231,0,0,0,128.7,0.0,0.0
4451,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,PIKE,113,0,46,0,149.9,6.31062745,0.296035763
4459,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,0,63096,24,107.1,8658.159694,440723.4946
4467,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,0,160812,0,99.6,20771.68178,2862520.673
4475,COUNTY,INDIANA,18,SOUTHWEST,70,PIKE,125,0,20013,0,106.0,2745.534503,44357.47123
4483,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,0,192,0,124.2,26.34001022,4.338279153
4491,COUNTY,OHIO,39,SOUTH CENTRAL,80,PIKE,131,0,14400,0,99.3,1860.0118,22970.47755
4499,COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,4713,2012,0,148.0,1065.202831,3011.817297
4503,COUNTY,KANSAS,20,CENTRAL,50,RUSSELL,167,0,5488,45139,73.3,4585.667699,33470.8019
4507,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,RUSSELL,167,0,250,0,112.5,34.29688831,7.253697116
4511,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,0,1991,0,124.2,273.1404185,441.4305974
4515,COUNTY,ALABAMA,1,BLACK BELT,40,BULLOCK,11,0,1292,0,148.0,177.2463188,186.4949613
4516,COUNTY,ALABAMA,1,BLACK BELT,40,GREENE,63,0,34,0,148.0,4.664376811,0.173650586
4529,COUNTY,ARKANSAS,5,NORTHEAST,30,GREENE,55,4461,24635,320,128.4,4155.584459,69500.46904
4542,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GREENE,41,0,189,0,149.9,25.92844756,4.207736568
4555,COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77,0,1705,0,107.1,233.9047783,324.0485737
4568,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,5706,10098,0,127.9,2340.777051,15052.14809
4581,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,GREENE,59,0,3868,0,137.6,530.641456,1661.166926
4594,COUNTY,VIRGINIA,51,CENTRAL,50,GREENE,79,0,0,0,112.5,0.0,0.0
4607,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,0,118379,0,99.6,15290.71784,1551217.925
4620,COUNTY,INDIANA,18,SOUTHWEST,70,GREENE,55,0,50214,0,106.0,6888.735799,279147.4004
4633,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,0,163130,0,86.4,21071.09201,2945635.001
4646,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,0,189,0,106.2,25.92844756,4.207736568
4659,COUNTY,OHIO,39,SOUTHWEST,70,GREENE,57,0,61780,0,99.3,7979.967291,422532.4809
4672,COUNTY,PENNSYLVANIA,42,SOUTHWESTERN,70,GREENE,59,0,631,0,108.9,86.5653461,44.91762013
4685,COUNTY,ALABAMA,1,BLACK BELT,40,HALE,65,0,0,0,148.0,0.0,0.0
4687,COUNTY,TEXAS,48,NORTHERN HIGH PLAINS,11,HALE,189,211914,32612,15373,73.4,39317.69983,5286519.861
4689,COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,0,2882,0,148.0,395.3745285,923.1942524
4697,COUNTY,KANSAS,20,SOUTHEAST,90,BUTLER,15,0,85001,2936,73.3,11231.52603,799945.2361
4705,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,0,21538,369,107.1,2988.168223,51374.44833
4713,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,0,175853,0,86.4,22714.48993,3423012.488
4721,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,0,18661,0,124.2,2560.056931,38568.371
4729,COUNTY,NEBRASKA,31,EAST,60,BUTLER,23,0,150447,244,59.9,19453.8169,2505424.142
4737,COUNTY,OHIO,39,SOUTHWEST,70,BUTLER,17,0,28997,0,99.3,3745.469595,93103.69488
4745,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,BUTLER,19,0,18178,0,108.9,2493.795343,36598.32196
4753,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,29,0,492,0,148.0,67.4962762,27.45357617
4754,COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,SAINT CLAIR,115,0,55,0,148.0,7.545315429,0.408743638
4755,COUNTY,ALABAMA,1,NORTHERN VALLEY,10,WINSTON,133,0,70,0,148.0,9.603128728,0.636435792
4757,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,WINSTON,159,0,0,0,149.9,0.0,0.0
4759,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,BIBB,7,0,827,0,148.0,113.4541065,76.81059096
4761,COUNTY,GEORGIA,13,CENTRAL,50,BIBB,21,0,0,0,128.7,0.0,0.0
4763,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CLAY,27,0,0,0,148.0,0.0,0.0
4781,COUNTY,ARKANSAS,5,NORTHEAST,30,CLAY,21,25698,26891,227,128.4,8012.744867,156062.0973
4799,COUNTY,FLORIDA,12,CENTRAL,50,CLAY,19,0,0,0,138.5,0.0,0.0
4817,COUNTY,GEORGIA,13,SOUTHWEST,70,CLAY,61,8047,1623,0,128.7,1570.107833,7752.148978
4835,COUNTY,KANSAS,20,NORTH CENTRAL,40,CLAY,27,0,49488,13483,73.3,7550.23802,273835.762
4853,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,CLAY,25,0,1673,0,149.9,229.5147766,312.0412257
4871,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,0,14248,0,107.1,1954.648259,22488.30676
4889,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CLAY,43,0,731,0,127.9,100.2841014,60.1269921
4907,COUNTY,TENNESSEE,47,CENTRAL BASIN,40,CLAY,27,0,2023,0,137.6,277.5304202,455.6905554
4925,COUNTY,TEXAS,48,CROSS TIMBERS,30,CLAY,77,2617,0,520,73.4,461.8829589,795.8978335
4943,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,0,72088,221,99.6,9330.406487,575279.3808
4961,COUNTY,INDIANA,18,WEST CENTRAL,40,CLAY,21,0,60095,0,106.0,8244.286013,399800.5285
4979,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,0,145604,0,86.4,18807.30265,2346722.637
4997,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CLAY,51,0,305,0,124.2,41.84220374,10.70620929
5015,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27,0,159122,0,69.3,20553.38872,2802673.655
5033,COUNTY,NEBRASKA,31,SOUTHEAST,90,CLAY,35,0,155125,1039,59.9,20126.34157,2663663.39
5051,COUNTY,SOUTH DAKOTA,46,SOUTHEAST,90,CLAY,27,0,93558,0,51.1,12084.65166,968940.6088
5069,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,CLAY,15,0,65,0,114.7,8.917190961,0.555004283
5087,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,COOSA,37,0,22,0,148.0,3.018126172,0.083141966
5088,COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,JEFFERSON,73,0,114,0,148.0,15.63938107,1.591664527
5110,COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,5937,42130,0,128.4,6773.849198,200573.0367
5132,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,1846,364,0,138.5,359.0449053,409.5684488
5154,COUNTY,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,13297,12071,631,128.7,3939.698055,36500.86032
5176,COUNTY,KANSAS,20,NORTHEAST,70,JEFFERSON,87,0,38797,1136,73.3,5108.877162,166672.8063
5198,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,JEFFERSON,63,0,0,0,149.9,0.0,0.0
5220,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,0,3644,0,107.1,499.911444,1474.621731
5242,COUNTY,TENNESSEE,47,EAST TENNESSEE,60,JEFFERSON,89,0,1609,0,137.6,220.7347732,288.7065631
5264,COUNTY,TEXAS,48,UPPER COAST,90,JEFFERSON,245,0,0,0,73.4,0.0,0.0
5286,COUNTY,COLORADO,8,NORTHEAST,20,JEFFERSON,59,0,0,0,40.5,0.0,0.0
5308,COUNTY,IDAHO,16,EAST,90,JEFFERSON,51,0,0,0,48.1,0.0,0.0
5330,COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,0,46139,0,99.6,5959.658641,235683.718
5352,COUNTY,INDIANA,18,SOUTHEAST,90,JEFFERSON,77,0,14244,0,106.0,1954.099509,22475.68713
5374,COUNTY,IOWA,19,SOUTHEAST,90,JEFFERSON,101,0,69850,0,86.4,9022.348904,540116.2593
5396,COUNTY,KENTUCKY,21,CENTRAL,30,JEFFERSON,111,0,361,0,124.2,49.52470672,14.90949678
5418,COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,0,129239,1015,59.9,16780.65077,1848888.864
5440,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,0,15335,0,106.2,2103.771129,26048.95389
5462,COUNTY,OHIO,39,EAST CENTRAL,60,JEFFERSON,81,0,1703,0,99.3,219.9722288,323.2914735
5484,COUNTY,OREGON,41,SOUTHEAST,80,JEFFERSON,31,0,176,0,69.5,22.73347755,3.665073992
5506,COUNTY,PENNSYLVANIA,42,WEST CENTRAL,40,JEFFERSON,65,0,8086,0,108.9,1109.298556,7247.666134
5528,COUNTY,WEST VIRGINIA,54,EASTERN,60,JEFFERSON,37,0,10767,0,114.7,1477.098386,12845.70456
5550,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,JEFFERSON,55,0,70270,0,82.9,9076.599248,546630.5328
5572,COUNTY,ARIZONA,4,NORTHERN,10,MOHAVE,15,0,0,0,34.5,0.0,0.0
5573,COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,0,23292,0,34.5,3008.569086,60078.4711
5574,COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,26179,5156,228,34.5,4859.228085,81808.87219
5577,COUNTY,KANSAS,20,NORTHWEST,10,GRAHAM,65,0,49663,34848,73.3,9407.791221,291023.8708
5580,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,GRAHAM,75,0,8,0,127.9,1.097500426,0.017837003
5583,COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11,176,0,0,34.5,28.05928071,3.799226853
5584,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,10987,0,0,34.5,1751.632484,13898.51012
5585,COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13,27659,0,982,34.5,4493.951419,88040.27986
5586,COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19,11693,0,0,34.5,1864.188462,15741.06217
5587,COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,88107,1184,1156,34.5,14298.91734,893127.1402
5588,COUNTY,ARIZONA,4,SOUTHERN,80,YUMA,27,12264,0,256,34.5,1977.208447,17316.46007
5590,COUNTY,COLORADO,8,EAST CENTRAL,60,YUMA,125,0,223822,9432,40.5,29720.5994,5546408.38
5592,COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,0,300,0,34.5,38.75024583,10.36467392
5593,COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,0,139,0,34.5,17.95428057,2.325335426
5594,COUNTY,ARKANSAS,5,EAST CENTRAL,60,CRITTENDEN,35,18903,12572,842,128.4,4966.253003,58639.57704
5596,COUNTY,KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,0,20679,0,124.2,2836.901414,47357.9585
5598,COUNTY,ARKANSAS,5,EAST CENTRAL,60,CROSS,37,0,13964,826,128.4,1990.50312,21607.25853
5599,COUNTY,ARKANSAS,5,EAST CENTRAL,60,LONOKE,85,4768,33997,0,128.4,5462.356351,130593.1826
5600,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,27230,34883,0,128.4,9345.116972,220043.8556
5604,COUNTY,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,0,71582,23642,73.3,11276.57772,575511.8917
5608,COUNTY,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,0,118783,1458,40.5,15468.12291,1561856.67
5612,COUNTY,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71,0,353,0,39.0,45.59612259,14.26652506
5616,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PRAIRIE,117,0,15326,0,128.4,2102.536441,26018.39907
5618,COUNTY,MONTANA,30,SOUTHEAST,90,PRAIRIE,79,0,956,0,39.0,123.4841167,102.4417363
5620,COUNTY,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123,23341,15917,0,128.4,6092.013348,90753.81608
5621,COUNTY,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147,0,17477,0,128.4,2397.626868,33830.96433
5622,COUNTY,ARKANSAS,5,NORTHEAST,30,CRAIGHEAD,31,71824,33408,0,128.4,16609.93245,716991.471
5623,COUNTY,ARKANSAS,5,NORTHEAST,30,MISSISSIPPI,93,92385,17558,269,128.4,17902.76898,1015907.893
5625,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,0,48696,1421,107.1,6809.194193,262543.7047
5627,COUNTY,ARKANSAS,5,NORTHEAST,30,POINSETT,111,22977,18436,528,128.4,6424.462149,98398.31526
5628,COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLARK,19,0,0,0,128.4,0.0,0.0
5638,COUNTY,KANSAS,20,SOUTHWEST,30,CLARK,25,0,1577,20689,73.3,1980.587254,6621.986845
5648,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,0,81178,0,107.1,11136.6112,729492.0946
5658,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,0,95903,201,99.6,12404.81245,1018119.314
